"gs_name","gs_description"
"ELLWOOD_MYC_TARGETS_UP","Genes up-regulated in transgenic mice expressing human MYC [GeneID=4609] in prostate."
"ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN","Genes down-regulated in MCF7 cells (breast cancer) after knockdown of both HIF1A and HIF2A [GeneID=3091;2034] by RNAi."
"ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP","Genes up-regulated in MCF7 cells (breast cancer) after knockdown of both HIF1A and HIF2A [GeneID=3091;2034] by RNAi."
"ELVIDGE_HIF1A_TARGETS_DN","Genes down-regulated in MCF7 cells (breast cancer) after knockdown of HIF1A [GeneID=3091] by RNAi."
"ELVIDGE_HIF1A_TARGETS_UP","Genes up-regulated in MCF7 cells (breast cancer) after knockdown of HIF1A [GeneID=3091] by RNAi."
"ELVIDGE_HIF2A_TARGETS_UP","Genes up-regulated in MCF7 cells (breast cancer) after knockdown of HIF2A [GeneID=2034] by RNAi."
"ELVIDGE_HYPOXIA_BY_DMOG_DN","Genes down-regulated in MCF7 cells (breast cancer) treated with hypoxia mimetic DMOG [PubChem=3080614]."
"ELVIDGE_HYPOXIA_BY_DMOG_UP","Genes up-regulated in MCF7 cells (breast cancer) treated with hypoxia mimetic DMOG [PubChem=3080614]."
"ELVIDGE_HYPOXIA_DN","Genes down-regulated in MCF7 cells (breast cancer) under hypoxia conditions."
"ELVIDGE_HYPOXIA_UP","Genes up-regulated in MCF7 cells (breast cancer) under hypoxia conditions."
"ENGELMANN_CANCER_PROGENITORS_DN","Down-regulated genes in the cancer progenitor (stem) cells corresponding to side population (SP) MCF7 cells (breast cancer) positive for MUC1 [GeneID=4582]."
"ENGELMANN_CANCER_PROGENITORS_UP","Up-regulated genes in the cancer progenitor (stem) cells corresponding to side population (SP) MCF7 cells (breast cancer) positive for MUC1 [GeneID=4582]."
"ENK_UV_RESPONSE_EPIDERMIS_DN","Genes down-regulated in epidermis after to UVB irradiation."
"ENK_UV_RESPONSE_EPIDERMIS_UP","Genes up-regulated in epidermis after to UVB irradiation."
"ENK_UV_RESPONSE_KERATINOCYTE_DN","Genes down-regulated in NHEK cells (normal epidermal keratinocytes) after UVB irradiation."
"ENK_UV_RESPONSE_KERATINOCYTE_UP","Genes up-regulated in NHEK cells (normal epidermal keratinocytes) after UVB irradiation."
"EPPERT_CE_HSC_LSC","Shared human hematopoietic stem cell (HSC) and acute myeloid leukemia (AML) stem cell (LSC) genes: HSC genes that are highly expressed in LSC versus other leukemic cells."
"EPPERT_HSC_R","Genes up-regulated in human hematopoietic stem cell (HSC) enriched populations compared to committed progenitors and mature cells."
"EPPERT_LSC_R","Genes up-regulated in functionally defined leukemic stem cells (LSC) from acute myeloid leukemia (AML) patients."
"EPPERT_PROGENITOR","Genes up-regulated in human hematopoietic lineage committed progenitor cells versus hematopoietic stem cells (HSC) and mature cells."
"FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN","Genes down-regulated in B-CLL (B-cell chronic lymphocytic leukemia) patients with mutated immunoglobulin variable heavy chain (VH) genes."
"FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP","Genes up-regulated in B-CLL (B-cell chronic lymphocytic leukemia) patients with mutated immunoglobulin variable heavy chain (VH) genes."
"FAELT_B_CLL_WITH_VH3_21_DN","Genes down-regulated in samples from B-CLL (B-cell chronic lymphocytic leukemia) with the immunoglobulin heavy chain VH3-21 gene."
"FAELT_B_CLL_WITH_VH3_21_UP","Genes up-regulated in samples from B-CLL (B-cell chronic lymphocytic leukemia) with the immunoglobulin heavy chain VH3-21 gene."
"FALVELLA_SMOKERS_WITH_LUNG_CANCER","Genes that distinguish normal from cancer (lung adenocarcinoma) samples and smokers from non-smoking subjects."
"FARDIN_HYPOXIA_11","Genes in the hypoxia signature, based on analysis of 11 neuroblastoma cell lines in hypoxia and normal oxygen conditions."
"FARDIN_HYPOXIA_9","Genes in the hypoxia signature, based on analysis of nine neuroblastoma cell lines in hypoxia and normal oxygen conditions."
"FARMER_BREAST_CANCER_APOCRINE_VS_BASAL","Genes which best discriminate between two groups of breast cancer according the status of ESR1 and AR [GeneID=2099;367]: apocrine (ESR1- AR+) vs basal (ESR1- AR-)."
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL","Genes which best discriminate between two groups of breast cancer according to the status of ESR1 and AR [GeneID=2099;367]: apocrine (ESR1- AR+) and luminal (ESR1+ AR+)."
"FARMER_BREAST_CANCER_BASAL_VS_LULMINAL","Genes which best discriminated between two groups of breast cancer according to the status of ESR1 and AR [GeneID=2099;367]: basal (ESR1- AR-) and luminal (ESR1+ AR+)."
"FARMER_BREAST_CANCER_CLUSTER_1","Cluster 1: interferon, T and B lymphocyte genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_2","Cluster 2: selected proliferation and 8q amplicon genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_3","Cluster 3: selected apocrine, basal and hypoxia genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_4","Cluster 4: selected stromal genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_5","Cluster 5: selected 17q21_23 amplicon genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_6","Cluster 6: selected luminal genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_7","Cluster 7: selected apocrine and luminal genes clustered together across breast cancer samples."
"FARMER_BREAST_CANCER_CLUSTER_8","Cluster 8: selected ERBB2 [GeneID=2064] amplicon genes clustered together across breast cancer samples."
"FERNANDEZ_BOUND_BY_MYC","Genes identified by ChIP within the high-affinity group of MYC [GeneID=4609] targets."
"FERRANDO_HOX11_NEIGHBORS","Nearest neighbors of HOX11 [GeneID=3195], based on the close agreement of their expression profiles with that of HOX11 in pediatric T cell acute lymphoblastic leukemia (T-ALL)."
"FERRANDO_LYL1_NEIGHBORS","Nearest neighbors of LYL1 [GeneID=4066], based on the close agreement of their expression profiles with that of LYL1 in pediatric T cell acute lymphoblastic leukemia (T-ALL)."
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN","Top 100 genes negatively associated with T-cell acute lymphoblastic leukemia MLL T-ALL) expressing MLL-ENL fusion [GeneID=4297;4298]."
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP","Top 100 genes positively associated with T-cell acute lymphoblastic leukemia MLL T-ALL) expressing MLL-ENL fusion [GeneID=4297;4298]."
"FERRANDO_TAL1_NEIGHBORS","Nearest neighbors of TAL1 [GeneID=6886], based on the close agreement of their expression profiles with that of TAL1 in pediatric T cell acute lymphoblastic leukemia (T-ALL)"
"FERRARI_RESPONSE_TO_FENRETINIDE_DN","Genes down-regulated in HUVEC cells (umbilical vein endothelium) by fenretinide [PubChem=1744]."
"FERRARI_RESPONSE_TO_FENRETINIDE_UP","Genes up-regulated in HUVEC cells (umbilical vein endothelium) by fenretinide [PubChem=1744]."
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN","Genes down-regulated in genomically unstable Ewing's sarcoma tumors compared to the stable ones."
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP","Genes up-regulated in genomically unstable Ewing's sarcoma tumors compared to the stable ones."
"FEVR_CTNNB1_TARGETS_DN","Genes down-regulated in intestinal crypt cells upon deletion of CTNNB1 [GeneID=1499]."
"FEVR_CTNNB1_TARGETS_UP","Genes up-regulated in intestinal crypt cells upon deletion of CTNNB1 [GeneID=1499]."
"FIGUEROA_AML_METHYLATION_CLUSTER_1_DN","Cluster 1 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_1_UP","Cluster 1 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_2_DN","Cluster 2 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_2_UP","Cluster 2 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_3_DN","Cluster 3 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_3_UP","Cluster 3 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_4_DN","Cluster 4 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_4_UP","Cluster 4 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_5_DN","Cluster 5 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_5_UP","Cluster 5 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_6_DN","Cluster 6 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_6_UP","Cluster 6 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_7_DN","Cluster 7 of aberrantly hypomethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FIGUEROA_AML_METHYLATION_CLUSTER_7_UP","Cluster 7 of aberrantly hypermethylated genes in blasts from AML (acute myeloid leukemia) patients."
"FINAK_BREAST_CANCER_SDPP_SIGNATURE","Genes in the stroma-derived prognostic predictor of breast cancer disease outcome."
"FINETTI_BREAST_CANCER_KINOME_GREEN","Genes in the green cluster of protein kinases distinguishing between luminal A and basal breast cancer subtypes."
"FINETTI_BREAST_CANCER_KINOME_RED","Genes in the red cluster of protein kinases distinguishing between luminal A and basal breast cancer subtypes."
"FINETTI_BREAST_CANCERS_KINOME_BLUE","Genes in the blue cluster of protein kinases distinguishing between luminal A and basal breast cancer subtypes."
"FINETTI_BREAST_CANCERS_KINOME_GRAY","Genes in the gray cluster of protein kinases distinguishing between luminal A and basal breast cancer subtypes."
"FIRESTEIN_CTNNB1_PATHWAY","Genes required for CTNNB1 [GeneID=1499] activity in DLD-1 cell (colon cancer with APC [GeneID=324] deletions), based on shRNA screen."
"FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION","Genes required for both proliferation and CTNNB1 [GeneID=1499] activity in DLD-1 cell (colon cancer with APC [GeneID=324] deletions)."
"FIRESTEIN_PROLIFERATION","Genes required for proliferation of DLD-1 cell (colon cancer with APC [GeneID=324] deletions), based on shRNA screen."
"FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS","Genes directly bound and regulated by TP53[GeneID=7157]."
"FISCHER_DREAM_TARGETS","Target genes of the DREAM complex."
"FISCHER_G1_S_CELL_CYCLE","Cell cycle genes with peak expression in G1/S check point."
"FISCHER_G2_M_CELL_CYCLE","Cell cycle genes with peak expression in G2/M check point."
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN","Genes down-regulated in kidney biopsies from patients with well functioning kidneys more than 1-year post transplant compared to the biopsies from normal living kidney donors."
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP","Genes up-regulated in kidney biopsies from patients with well functioning kidneys more than 1-year post transplant compared to the biopsies from normal living kidney donors."
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN","Genes down-regulated in kidney biopsies from patients with acute transplant rejection compared to the biopsies from patients with well functioning kidneys more than 1-year post transplant."
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP","Genes up-regulated in kidney biopsies from patients with acute transplant rejection compared to the biopsies from patients with well functioning kidneys more than 1-year post transplant."
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN","Genes downregulated in peripheral blood lymphocytes (PBL) from patients with well functioning kidneys more than 1-year post transplant compared to those from normal living kidney donors."
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP","Genes upregulated in peripheral blood lymphocytes (PBL) from patients with well functioning kidneys more than 1-year post transplant compared to those from normal living kidney donors."
"FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN","Genes down-regulated in peripheral blood lymphocytes (PBL) from patients with acute transplant rejection compared to those from patients with well functioning kidneys more than 1-year post transplant."
"FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP","Genes up-regulated in peripheral blood lymphocytes (PBL) from patients with acute transplant rejection compared to those from patients with well functioning kidneys more than 1-year post transplant."
"FLORIO_HUMAN_NEOCORTEX","Human-specific genes up-regulated in basal radial glia (bRG) relative to apical radial glia (aRG), and up-regulated in both aRG and bRG relative to neurons."
"FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN","Genes down-regulated in basal radial glia (bRG) relative to apical radial glia (aRG), and up-regulated in both aRG and bRG relative to neurons."
"FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP","Genes up-regulated in basal radial glia (bRG) relative to apical radial glia (aRG), and up-regulated in both aRG and bRG relative to neurons."
"FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN","Down-regulated genes significantly associated with positive minimal residual disease (MRD) on day 46 after chemotherapy treatment of children with acute lymphoblastic leukemia (ALL)."
"FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP","Up-regulated genes significantly associated with positive minimal residual disease (MRD) on day 46 after chemotherapy treatment of children with acute lymphoblastic leukemia (ALL)."
"FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN","Genes down-regulated in follicular thyroid adenoma (FTA) compared to other thyroid tumors."
"FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP","Genes up-regulated in follicular thyroid adenoma (FTA) compared to other thyroid tumors."
"FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN","Genes down-regulated in papillary thyroid carcinoma (PTC) compared to other thyroid tumors."
"FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP","Genes up-regulated in papillary thyroid carcinoma (PTC) compared to other thyroid tumors."
"FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN","Genes down-regulated in thyroid tumors of uncertain malignancy (T-UM) compared to other thyroid tumors."
"FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP","Genes up-regulated in thyroid tumors of uncertain malignancy (T-UM) compared to other thyroid tumors."
"FORTSCHEGGER_PHF8_TARGETS_DN","Genes down-regulated in HeLa cells (cervical carcinoma) upon knockdown of PHF8 [GeneID=23133] by RNAi."
"FORTSCHEGGER_PHF8_TARGETS_UP","Genes up-regulated in HeLa cells (cervical carcinoma) upon knockdown of PHF8 [GeneID=23133] by RNAi."
"FOSTER_KDM1A_TARGETS_DN","Genes down-regulated in ES cells (embryonic stem) heterozygotic for KDM1A [GeneID=23028] loss of function mutant compared to the homozygotic loss of the gene."
"FOSTER_KDM1A_TARGETS_UP","Genes up-regulated in ES cells (embryonic stem) heterozygotic for KDM1A [GeneID=23028] loss of function mutant compared to the homozygotic loss of the gene."
"FOSTER_TOLERANT_MACROPHAGE_DN","Class NT (non-tolerizeable) genes: induced during the first LPS stimulation and induced at equal or greater degree in tolerant macrophages."
"FOSTER_TOLERANT_MACROPHAGE_UP","Class T (tolerizeable) genes: induced during the first LPS stimulation and either not re-induced or induced to a much lesser degree in tolerant macrophages."
"FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN","Genes down-regulated early in HMEC cells (mammary epithelium) during acinar development in vitro."
"FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP","Genes up-regulated early in HMEC cells (mammary epithelium) during acinar development in vitro."
"FOURNIER_ACINAR_DEVELOPMENT_LATE_2","Genes identified by method 2 as coordinately down-regulated late in HMEC cells (mammary epithelium) during acinar development in vitro."
"FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","Genes down-regulated late in HMEC cells (mammary epithelium) during acinar development in vitro."
"FOURNIER_ACINAR_DEVELOPMENT_LATE_UP","Genes up-regulated late in HMEC cells (mammary epithelium) during acinar development in vitro."
"FRASOR_RESPONSE_TO_ESTRADIOL_DN","Genes down-regulated in MCF-7 cells (breast cancer) by estradiol (E2) [PubChem=5757]."
"FRASOR_RESPONSE_TO_ESTRADIOL_UP","Genes up-regulated in MCF-7 cells (breast cancer) by estradiol (E2) [PubChem=5757]."
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN","Genes down-regulated in MCF-7 cells (breast cancer) by selective estrogen receptor modulators (SERM) 4-hydroxytamoxifen, raloxifene, or ICI 182780 but not by estradiol [PubChem=44959;5035;3478439;5757]."
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP","Genes up-regulated in MCF-7 cells (breast cancer) by selective estrogen receptor modulators (SERM) 4-hydroxytamoxifen, raloxifene, or ICI 182780 but not by estradiol [PubChem=44959;5035;3478439;5757]."
"FRASOR_TAMOXIFEN_RESPONSE_DN","Genes preferentially down-regulated in MCF-7 cells (breast cancer) by tamoxifen [PubChem=5376] but not by estradiol or fulvestrant (ICI 182780) [PubChem=5757;3478439]."
"FRASOR_TAMOXIFEN_RESPONSE_UP","Genes preferentially up-regulated in MCF-7 cells (breast cancer) by tamoxifen [PubChem=5376] but not by estradiol or fulvestrant (ICI 182780) [PubChem=5757;3478439]."
"FREDERICK_PRKCI_TARGETS","Genes down-regulated in H1703 cells (non-small cell lung cancer, NSCLC) after knockdown of PRKCI [GeneID=5584] by RNAi."
"FRIDMAN_IMMORTALIZATION_DN","Genes down-regulated in immortalized cell lines."
"FRIDMAN_SENESCENCE_DN","Genes down-regulated in senescent cells."
"FRIDMAN_SENESCENCE_UP","Genes up-regulated in senescent cells."
"FU_INTERACT_WITH_ALKBH8","Proteins identified by mass spectrometry in complexes containing ALKBH8 [GeneID=91801]."
"FUJII_YBX1_TARGETS_DN","Genes down-regulated in MCF-7 cells (breast cancer) after knockdown of YBX1 [GeneID=4904] by RNAi."
